Constituent ID,Gift Amount 17-18,Gift Count 17-18,Gift Amount 16-17,Gift Count 16-17,Gift Amount 15-16,Gift Count 15-16,Gift Amount 14-15,Gift Count 14-15,Gift Amount 13-14,Gift Count 13-14,Gift Amount 12-13,Gift Count 12-13,Gift Amount 11-12,Gift Count 11-12,Gift Amount 10-11,Gift Count 10-11,Gift Amount 09-10,Gift Count 09-10,Gift Amount 08-09,Gift Count 08-09,Lifetime Giving,Appeals in 17-18,Appeals in 16-17,Appeals in 15-16,Appeals in 14-15,Appeals in 13-14,Appeals in 12-13,Appeals in 11-12,Appeals in 10-11,Appeals in 09-10,Appeals in 08-09,Zip Code,Board Member,Business,Captial Campaign Steering Committee,Client,Congregation Group,Congregation,CoC Member,Donor,EECM Staff,Family Foundation,Former CoC Member,Friend,Government,H Event Invitee,Hospital,Keeper,Major Donor,Mid-level Donor,Polititian,Prospect,Vendor,Volunteer,Young Professional,Congregation Affiliation,Email Domain,Spouse?,Primary Phone Area Code
23511,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,0,0,0,0,0,0,0,0,0,15206,,,,,,,,,,,,,,,,,,,,,,Volunteer,,,@gmail.com,,412
23667,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,0,0,0,0,0,0,0,0,0,15206,,,,,,,,,,,,,,,,,,,,,,Volunteer,,,@gmail.com,,412
23649,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,0,0,0,0,0,0,0,0,0,15206,,,,,,,,,,,,,,,,,,,,,,Volunteer,,,@northway.org,,412
11406,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,1,0,1,0,0,0,4,2,0,0,15206,,,,,,,,,,,,,,,,,,,,,,Volunteer,,,@yahoo.com,,412
23606,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,0,0,0,0,0,0,0,0,0,15206,,,,,,,,,,,,,,,,,,,,,,Volunteer,,,@yahoo.com,,412
23720,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,0,0,0,0,0,0,0,0,0,15206,,,,,,,,,,,,,,,,,,,,,,Volunteer,,,@live.com,,412
11488,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,1,0,1,0,0,0,4,2,0,0,15206,,,,,,,,,,,,,,,,,,,,,,Volunteer,,,@gmail.com,,412
23785,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,0,0,0,0,0,0,0,0,0,15206,,,,,,,,,,,,,,,,,,,,,,Volunteer,,,@yahoo.com,,412
23444,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,0,0,0,0,0,0,0,0,0,15206,,,,,,,,,,,,,,,,,,,,,,Volunteer,,,@gmail.com,,412
23415,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,0,0,0,0,0,0,0,0,0,15206,,,,,,,,,,,,,,,,,,,,,,Volunteer,,,@yahoo.com,,412
23621,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,0,0,0,0,0,0,0,0,0,15206,,,,,,,,,,,,,,,,,,,,,,Volunteer,,,@gmail.com,,412
9369,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,1,0,1,0,0,0,4,2,3,2,15206,,,,,,,,,,,,,,,,,,,,,,Volunteer,,,@pitt.edu,,412
23495,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,0,0,0,0,0,0,0,0,0,15206,,,,,,,,,,,,,,,,,,,,,,Volunteer,,,@sjhpa.org,,412
23830,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,0,0,0,0,0,0,0,0,0,15206,,,,,,,,,,,,,,,,,,,,,,Volunteer,,,@outlook.com,,412
23506,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,0,0,0,0,0,0,0,0,0,15206,,,,,,,,,,,,,,,,,,,,,,Volunteer,,,@gmail.com,,412
23542,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,0,0,0,0,0,0,0,0,0,15206,,,,,,,,,,,,,,,,,,,,,,Volunteer,,,@elfhcc.com,,412
7346,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,1,0,0,0,0,0,0,0,0,0,15206,,,,,,,,,,,,,,,,,,,,,,Volunteer,,,,,412
20997,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$20.00 ,1,0,0,0,0,0,0,0,0,0,15206,,,,,,,,,,,,,,,,,,,,,,Volunteer,,First United Methodist Church,,,412
23563,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,0,0,0,0,0,0,0,0,0,15206,,,,,,,,,,,,,,,,,,,,,,Volunteer,,,,,412
13295,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,1,0,0,0,0,0,0,0,0,0,15206,,,,,,,,,,,,,,,,,,,,,,Volunteer,,First Unitarian Church,,,412
18352,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$250.00 ,1,0,1,0,0,0,0,0,0,0,15206,,,,,,,,,,,,,,,,,,,,,,Volunteer,,Calvary Episcopal Church,,,412
19903,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$20.00 ,0,0,0,0,0,0,4,2,3,1,15206,,,,,,,,,,,,,,,,,,,,,,Volunteer,,Sacred Heart Parish,,,412
23671,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,0,0,0,0,0,0,0,0,0,15206,,,,,,,,,,,,,,,,,,,,,,Volunteer,,,,,412
9969,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,1,0,0,0,0,0,4,2,3,2,15206,,,,,,,,,,,,,,,,,,,,,,Volunteer,,,,,412
13673,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,1,0,0,0,0,0,0,0,0,0,15206,,,,,,,,,,,,,,,,,,,,,,Volunteer,,,,,412
20988,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$50.00 ,1,0,1,0,0,0,5,3,3,2,15206,,,,,,,,,,,,,,,,,,,,,,Volunteer,,,,y,412
19648,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,1,0,0,0,0,0,0,0,0,0,15206,,,,,,,,,,,,,,,,,,,,,,Volunteer,,,,,412
18798,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$250.00 ,1,0,2,0,0,0,4,3,3,2,15206,,,,,,,,,,,,,,,,,,,,,,Volunteer,,,,,412
23620,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,0,0,0,0,0,0,0,0,0,15206,,,,,,,,,,,,,,,,,,,,,,Volunteer,,,,,412
23817,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,0,0,0,0,0,0,0,0,0,15206,,,,,,,,,,,,,,,,,,,,,,Volunteer,,,,,412
14904,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,1,0,0,0,0,0,0,0,0,0,15206,,,,,,,,,,,,,,,,,,,,,,Volunteer,,,,,412
23781,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,0,0,0,0,0,0,0,0,0,15206,,,,,,,,,,,,,,,,,,,,,,Volunteer,,,,,412
23446,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,0,0,0,0,0,0,0,0,0,15206,,,,,,,,,,,,,,,,,,,,,,Volunteer,,,,,412
12924,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,1,0,0,0,0,0,0,0,0,0,15206,,,,,,,,,,,,,,,,,,,,,,Volunteer,,,,,412
23568,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,0,0,0,0,0,0,0,0,0,15206,,,,,,,,,,,,,,,,,,,,,,Volunteer,,,,,412
23843,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,0,0,0,0,0,0,0,0,0,15206,,,,,,,,,,,,,,,,,,,,,,Volunteer,,,,,412
23721,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,0,0,0,0,0,0,0,0,0,15206,,,,,,,,,,,,,,,,,,,,,,Volunteer,,,,,412
23681,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,0,0,0,0,0,0,0,0,0,15206,,,,,,,,,,,,,,,,,,,,,,Volunteer,,,,,412
23406,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,0,0,0,0,0,0,0,0,0,15206,,,,,,,,,,,,,,,,,,,,,,Volunteer,,,,,412
23582,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,0,0,0,0,0,0,0,0,0,15206,,,,,,,,,,,,,,,,,,,,,,Volunteer,,,,,412
23459,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,0,0,0,0,0,0,0,0,0,15206,,,,,,,,,,,,,,,,,,,,,,Volunteer,,,,,412
23625,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,0,0,0,0,0,0,0,0,0,15206,,,,,,,,,,,,,,,,,,,,,,Volunteer,,,,,412
21792,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,0,1,0,0,0,0,0,0,1,15206,,,,,,,,,,,,,,,,,,,,,,Volunteer,,,,y,412
18226,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,1,0,0,0,0,0,4,2,3,2,15206,,,,,,,,,,,,,,,,,,,,,,Volunteer,,,,,412
20246,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,1,0,0,0,0,0,0,0,0,0,15206,,,,,,,,,,,,,,,,,,,,,,Volunteer,,St Andrew's Episcopal Church,,y,412
19558,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,1,0,0,0,0,0,0,0,0,0,15206,,,,,,,,,,,,,,,,,,,,,,Volunteer,,Valley View Presbyterian Church,,,412
23520,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,0,0,0,0,0,0,0,0,0,15206,,,,,,,,,,,,,,,,,,,,,,Volunteer,,,,,412
22089,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$25.00 ,0,0,0,0,0,0,0,0,0,0,15206,,,,,,,,,,,,,,,,,,,,,,Volunteer,,Ebenezer Baptist Church,,,412
13303,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,1,0,0,0,0,0,0,0,0,0,15206,,,,,,,,,,,,,,,,,,,,,,Volunteer,,,,,412
9537,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,1,0,0,0,0,0,4,2,3,2,15206,,,,,,,,,,,,,,,,,,,,,,Volunteer,,,,,412
23572,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,0,0,0,0,0,0,0,0,0,15206,,,,,,,,,,,,,,,,,,,,,,Volunteer,,,,,412
23810,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,0,0,0,0,0,0,0,0,0,15206,,,,,,,,,,,,,,,,,,,,,,Volunteer,,,,,412
23839,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,0,0,0,0,0,0,0,0,0,15206,,,,,,,,,,,,,,,,,,,,,,Volunteer,,,,,412
23525,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,0,0,0,0,0,0,0,0,0,15206,,,,,,,,,,,,,,,,,,,,,,Volunteer,,,,,412
23754,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,0,0,0,0,0,0,0,0,0,15206,,,,,,,,,,,,,,,,,,,,,,Volunteer,,,,,412
23546,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,0,0,0,0,0,0,0,0,0,15206,,,,,,,,,,,,,,,,,,,,,,Volunteer,,,,,412
23431,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,0,0,0,0,0,0,0,0,0,15206,,,,,,,,,,,,,,,,,,,,,,Volunteer,,,,,412
23585,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,0,0,0,0,0,0,0,0,0,15206,,,,,,,,,,,,,,,,,,,,,,Volunteer,,,,,412
23423,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,0,0,0,0,0,0,0,0,0,15206,,,,,,,,,,,,,,,,,,,,,,Volunteer,,,,,412
18420,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$100.00 ,1,$0.00 ,0,$0.00 ,0,$200.00 ,1,0,3,0,0,0,5,1,3,2,15206,,,,,,,,,,,,,,,,,,,,,,Volunteer,,,@gmail.com,,412
19684,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$300.00 ,1,$0.00 ,0,$0.00 ,0,$0.00 ,0,$400.00 ,1,0,2,0,0,0,4,2,3,2,15206,,,,,,,,,,,,,,,,,,,,,,Volunteer,,East Liberty Presbyterian Church,,y,412
11088,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$100.00 ,1,$0.00 ,0,$0.00 ,0,$0.00 ,0,$100.00 ,1,0,2,0,0,0,4,2,1,0,15206,,,,,,,,,,,,,,,,,,,,,,Volunteer,,St. Charles Lwanga Parish,,,412
11233,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$10.00 ,1,$0.00 ,0,$0.00 ,0,$0.00 ,0,$10.00 ,1,0,1,0,0,0,4,2,1,0,15206,,,,,,,,,,,,,,,,,,,,,,Volunteer,,Mt. Ararat Baptist Church,,,412
11574,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$100.00 ,1,$350.00 ,2,$0.00 ,0,$0.00 ,0,$450.00 ,1,0,3,0,0,0,5,2,0,0,15206,,,,,,,,,,,,,,,,,,,,,,Volunteer,,Sacred Heart Parish,@verizon.net,y,412
7914,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$50.00 ,1,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$110.00 ,1,0,2,0,0,0,4,2,3,2,15206,,,,,,,,,,,,,,,,,,,,,,Volunteer,,,,,412
10816,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$108.96 ,1,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$108.96 ,1,0,4,0,0,0,4,0,0,0,15206,,,,,,,,,,,,,,,,,,,,,,Volunteer,,South Side Presbyterian Church,,,412
10073,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$25.00 ,1,$0.00 ,0,$0.00 ,0,$0.00 ,0,$50.00 ,1,$468.00 ,1,0,3,0,0,0,4,2,3,2,15206,,,,,,,,,,,,,,,,,,,,,,Volunteer,,Eastminster Presbyterian Church,,y,412
119,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$50.00 ,1,$100.00 ,2,$0.00 ,0,$70.00 ,2,$100.00 ,2,$485.00 ,1,0,4,0,0,0,5,4,3,2,15206,,,,,,,,,,,,,,,,,,,,,,Volunteer,,,@upmc.edu,,412
20537,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$200.00 ,1,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$225.00 ,1,0,3,0,0,0,0,0,0,0,15206,,,,,,,,,,,,,,,,,,,,,,Volunteer,,,@outlook.com,,412
11670,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$100.00 ,1,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$100.00 ,1,0,3,0,0,0,0,0,0,0,15206,,,,,,,,,,,,,,,,,,,,,,Volunteer,,,@gmail.com,,412
18925,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$25.00 ,1,$0.00 ,0,$10.00 ,1,$0.00 ,0,$0.00 ,0,$0.00 ,0,$160.00 ,1,0,3,0,0,0,4,3,3,3,15206,,,,,,,,,,,,,,,,,,,,,,Volunteer,,Mt. Ararat Baptist Church,,y,412
11114,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$50.00 ,1,$0.00 ,0,$50.00 ,1,$25.00 ,1,$0.00 ,0,$0.00 ,0,$125.00 ,1,0,3,0,0,0,4,2,1,0,15206,,,,,,,,,,,,,,,,,,,,,,Volunteer,,Sacred Heart Parish,@gmail.com,y,412
19366,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$50.00 ,1,$0.00 ,0,$50.00 ,1,$30.00 ,1,$0.00 ,0,$30.00 ,1,$315.00 ,1,0,2,0,0,0,5,3,3,2,15206,,,,,,,,,,,,,,,,,,,,,,Volunteer,,Temple Sinai Congregation,,y,412
11021,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$100.00 ,1,$100.00 ,1,$0.00 ,0,$0.00 ,0,$200.00 ,2,$0.00 ,0,$400.00 ,1,0,5,0,0,0,4,3,2,0,15206,,,,,,,,,,,,,,,,,,,,,,Volunteer,,Sacred Heart Parish,@verizon.net,y,412
12231,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$10.00 ,1,$10.00 ,1,$15.00 ,1,$0.00 ,0,$0.00 ,0,$0.00 ,0,$35.00 ,2,0,2,0,0,0,4,0,0,0,15206,,,,,,,,,,,,,,,,,,,,,,Volunteer,,,,,412
20304,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$25.00 ,1,$45.00 ,2,$45.00 ,2,$75.00 ,2,$25.00 ,1,$20.00 ,1,$395.00 ,0,0,3,0,0,0,4,3,3,3,15206,,,,,,,,,,,,,,,,,,,,,,Volunteer,,St Andrew's Episcopal Church,@verizon.net,y,412
7846,$0.00 ,0,$0.00 ,0,$0.00 ,0,$50.00 ,1,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$70.00 ,1,0,1,0,0,0,4,3,3,2,15206,,,,,,,,,,,,,,,,,,,,,,Volunteer,,,,,412
12600,$0.00 ,0,$0.00 ,0,$0.00 ,0,$50.00 ,1,$100.00 ,2,$0.00 ,0,$50.00 ,1,$0.00 ,0,$0.00 ,0,$0.00 ,0,$200.00 ,1,0,3,0,0,0,0,0,0,0,15206,,,,,,,,,,,,,,,,,,,,,,Volunteer,,Sacred Heart Parish,@mac.com,,412
10416,$0.00 ,0,$0.00 ,0,$0.00 ,0,$40.00 ,1,$65.00 ,2,$70.00 ,2,$50.00 ,1,$135.00 ,3,$50.00 ,1,$150.00 ,2,$660.00 ,1,0,3,0,0,0,4,3,3,2,15206,,,,,,,,,,,,,,,,,,,,,,Volunteer,,,@verizon.net,y,412
20512,$0.00 ,0,$0.00 ,0,$20.00 ,1,$0.00 ,0,$15.00 ,1,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$55.00 ,2,0,0,0,0,0,4,2,3,3,15206,,,,,,,,,,,,,,,,,,,,,,Volunteer,,,,y,412
18345,$0.00 ,0,$0.00 ,0,$100.00 ,1,$0.00 ,0,$100.00 ,1,$0.00 ,0,$0.00 ,0,$250.00 ,1,$0.00 ,0,$0.00 ,0,$550.00 ,3,0,1,0,0,0,4,2,3,2,15206,,,,,,,,,,,,,,,,,,,,,,Volunteer,,Sacred Heart Parish,@gmail.com,y,412
20930,$0.00 ,0,$0.00 ,0,$25.00 ,1,$50.00 ,1,$0.00 ,0,$25.00 ,1,$75.00 ,2,$50.00 ,1,$50.00 ,1,$50.00 ,1,$660.00 ,1,0,1,0,0,0,4,3,3,2,15206,,,,,,,,,,,,,,,,,,,,,,Volunteer,,,@yahoo.com,,412
12759,$0.00 ,0,$0.00 ,0,$25.00 ,1,$25.00 ,1,$25.00 ,1,$25.00 ,1,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$100.00 ,2,0,1,0,0,0,0,0,0,0,15206,,,,,,,,,,,,,,,,,,,,,,Volunteer,,Sacred Heart Parish,@comcast.net,,412
