Constituent ID,Gift Amount 17-18,Gift Count 17-18,Gift Amount 16-17,Gift Count 16-17,Gift Amount 15-16,Gift Count 15-16,Gift Amount 14-15,Gift Count 14-15,Gift Amount 13-14,Gift Count 13-14,Gift Amount 12-13,Gift Count 12-13,Gift Amount 11-12,Gift Count 11-12,Gift Amount 10-11,Gift Count 10-11,Gift Amount 09-10,Gift Count 09-10,Gift Amount 08-09,Gift Count 08-09,Lifetime Giving,Appeals in 17-18,Appeals in 16-17,Appeals in 15-16,Appeals in 14-15,Appeals in 13-14,Appeals in 12-13,Appeals in 11-12,Appeals in 10-11,Appeals in 09-10,Appeals in 08-09,Zip Code,Board Member,Business,Captial Campaign Steering Committee,Client,Congregation Group,Congregation,CoC Member,Donor,EECM Staff,Family Foundation,Former CoC Member,Friend,Government,H Event Invitee,Hospital,Keeper,Major Donor,Mid-level Donor,Polititian,Prospect,Vendor,Volunteer,Young Professional,Congregation Affiliation,Email Domain,Spouse?,Primary Phone Area Code
23551,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,0,0,0,0,0,0,0,0,0,15206,,,,,,,,,,,,,,,,,,,,,,Volunteer,,,@gmail.com,,415
17897,$0.00 ,0,$0.00 ,0,"$121,968.53 ",1,$100.00 ,1,"$26,100.00 ",3,$0.00 ,0,"$1,100.00 ",1,"$1,250.00 ",1,"$1,250.00 ",1,"$1,300.00 ",1,"$153,068.53 ",0,0,0,0,0,0,4,4,2,2,,,,,,,,,Donor,,,,,,,,,,,,,,,,,@aol.com,,415
23906,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,0,0,0,0,0,0,0,0,0,15217,,,,,,,,Donor,,,,,,,,,,,,,,,,,@gmail.com,,419
23190,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,0,0,0,0,0,0,0,0,0,43338,,,,,,,,Donor,,,,,,,,,,,,,,,,,,,419
23188,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,0,0,0,0,0,0,0,0,0,44820,,,,,,,,Donor,,,,,,,,,,,,,,,,,,y,419
23189,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,0,0,0,0,0,0,0,0,0,44820,,,,,,,,Donor,,,,,,,,,,,,,,,,,,y,419
23186,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,0,0,0,0,0,0,0,0,0,44820,,,,,,,,Donor,,,,,,,,,,,,,,,,,,,419
19427,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,1,0,0,0,0,0,0,0,0,0,15217,,,,,,,,,,,,,,,,,,,,Prospect,,,,,,y,421
18350,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$55.00 ,1,0,1,0,0,0,4,2,3,2,15217,,,,,,,,Donor,,,,,,,,,,,,,,,,,,,421
20200,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$25.00 ,0,0,0,0,0,0,0,0,0,0,15217,,,,,,,,,,,,,,,,,,,,,,,,,,,421
19463,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,1,0,0,0,0,0,0,0,0,0,60035,,,,,,,,,,,,,,,,,,,,Prospect,,,,,,y,421
17913,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$18.00 ,1,0,0,0,0,0,0,0,0,0,15217,,,,,,,,,,,,,,,,,,,,,,,,Temple Sinai Congregation,,,422
23494,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,0,0,0,0,0,0,0,0,0,15335,,,,,,,,,,,,,,,,,,,,,,Volunteer,,,,,422
7771,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$200.00 ,1,0,2,0,0,0,4,2,3,3,37642,,,,,,,,Donor,,,,,,,,,,,,,,,,,,,423
23157,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,0,0,0,0,0,0,0,0,0,15215,,,,,,,,Donor,,,,,,,,,,,,,,,,,,,424
23806,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,0,0,0,0,0,0,0,0,0,15208,,,,,,,,,,,,,,,,,,,,,,Volunteer,,,@gmail.com,,425
9324,$0.00 ,0,$0.00 ,0,$0.00 ,0,$300.00 ,1,$654.48 ,3,"$1,154.48 ",4,"$1,000.00 ",3,"$1,400.00 ",5,"$1,300.00 ",3,$900.00 ,3,"$7,558.96 ",1,0,4,0,0,0,3,4,3,3,15222,,,,,,,,,,,,,,,,,,Mid-level Donor,,,,,,,@gmail.com,y,434
23818,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,0,0,0,0,0,0,0,0,0,15106,,,,,,,,,,,,,,,,,,,,,,Volunteer,,,,,440
10548,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$12.88 ,1,$0.00 ,0,$20.00 ,1,$32.88 ,0,0,2,0,0,0,0,0,1,0,15206,,,,,,,,,EECM Staff Member,,,,,,,,,,,,,,,,@yahoo.com,,440
23455,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,0,0,0,0,0,0,0,0,0,15203,,,,,,,,,,,,,,,,,,,,,,Volunteer,,,,,443
23510,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,0,0,0,0,0,0,0,0,0,15206,,,,,,,,,,,,,,,,,,,,,,Volunteer,,,@gmail.com,,443
11777,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,1,0,1,0,0,0,4,1,0,0,15217,,,,,,,,,,,,,,,,,,,,,,Volunteer,,,@gmail.com,,443
18605,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$45.00 ,0,0,0,0,0,0,0,0,0,0,16063,,,,,,,,,,,,,,,,,,,,,,,,,,y,452
23462,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,0,0,0,0,0,0,0,0,0,15213,,,,,,,,,,,,,,,,,,,,,,Volunteer,,,@andrew.cmu.edu,,469
10915,$0.00 ,0,$0.00 ,0,$0.00 ,0,$325.00 ,13,$275.00 ,11,$300.00 ,12,$175.00 ,7,$325.00 ,13,$150.00 ,5,$0.00 ,0,"$1,550.00 ",0,0,2,0,0,0,4,3,3,0,15218,,,,,,,,Donor,,,,,,,,,,,,,,,,City Reformed Presbyterian,@gmail.com,,479
10471,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$50.00 ,1,$50.00 ,1,0,2,0,0,0,4,3,3,2,15243,,,,,,,,,,,,,,,,,,,,,,,Young Professional,,@yahoo.com,,480
12187,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$10.00 ,1,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$10.00 ,1,0,3,0,0,0,0,0,0,0,15211,,,,,,,,,,,,,,,,,,,,,,Volunteer,,,@gmail.com,,484
23481,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,0,0,0,0,0,0,0,0,0,15213,,,,,,,,,,,,,,,,,,,,,,Volunteer,,,@pitt.edu,,484
23596,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,0,0,0,0,0,0,0,0,0,15213,,,,,,,,,,,,,,,,,,,,,,Volunteer,,,,,484
23587,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,0,0,0,0,0,0,0,0,0,15221,,,,,,,,,,,,,,,,,,,,,,Volunteer,,,@gmail.com,,484
19083,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,1,0,0,0,0,0,0,0,0,0,15116,,,,,,,,,,,,,,,,,,,,,,Volunteer,,Elfinwild Presbyterian Church,,,486
19582,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$20.00 ,1,0,1,0,0,0,5,3,3,2,15116,,,,,,,,Donor,,,,,,,,,,,,,,,,,,,487
13047,$0.00 ,0,$0.00 ,0,$40.00 ,1,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$40.00 ,2,0,1,0,0,0,0,0,0,0,15206,,,,,,,,,,,,,,,,,,,,,,Volunteer,,,@wholechoice.net,,503
18402,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$300.00 ,1,0,2,0,0,0,4,2,3,2,56001,,,,,,,,Donor,,,,,,,,,,,,,,,,,,y,507
20861,$0.00 ,0,$200.00 ,2,$100.00 ,1,$100.00 ,1,$0.00 ,0,$100.00 ,1,$100.00 ,1,$100.00 ,1,$100.00 ,1,$145.00 ,2,"$1,685.00 ",3,0,0,0,0,0,4,3,3,2,02632,,,,,,,,Donor,,,,,,,,,,,,,,,,,,y,508
22064,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$25.00 ,1,$50.00 ,1,$50.00 ,1,$50.00 ,1,$50.00 ,1,$35.00 ,1,$570.00 ,1,0,4,0,0,0,4,2,3,3,02653,,,,,,,,Donor,,,,,,,,,,,,,,,,,,y,508
13297,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$75.00 ,2,$35.00 ,2,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$110.00 ,1,0,3,0,0,0,0,0,0,0,14213,,,,,,,,,EECM Staff Member,,,,,,,,,,,,,,Young Professional,Shadyside Presbyterian Church,@eecm.org,y,509
23559,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Volunteer,,,@andrew.cmu.edu,,510
21028,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$250.00 ,1,$0.00 ,0,$0.00 ,0,$300.00 ,1,"$1,125.00 ",1,0,3,0,0,0,4,2,3,2,78701,,,,,,,,Donor,,,,,,,,,,,,,,,,,@aol.com,y,512
23418,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,0,0,0,0,0,0,0,0,0,15232,,,,,,,,,,,,,,,,,,,,,,Volunteer,,,,,513
19915,$100.00 ,1,$100.00 ,1,$325.00 ,3,$50.00 ,1,$250.00 ,3,$0.00 ,0,$100.00 ,1,$0.00 ,0,$50.00 ,1,$25.00 ,1,"$1,450.00 ",0,0,0,0,0,0,5,3,3,2,45255,,,,,,,,Donor,,,,,,,,,,,,,,,,,,y,513
19531,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$100.00 ,0,0,1,0,0,0,0,0,0,0,,,,,,,,,Donor,,,,,,,,,,,,,,,,,,,513
11221,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,1,0,0,0,0,0,4,2,1,0,49285,,,,,,,,,,,,,,,,,,,,,,Volunteer,,,,,517
14465,$0.00 ,0,$0.00 ,0,$340.90 ,4,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$340.90 ,2,0,1,0,0,0,0,0,0,0,12054,,,,,,,,Donor,,,,,,,,,,,,,,,,,@Hotmail.com,,518
10892,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,1,0,0,0,0,0,4,2,3,1,15217,,,,,,,,,,,,,,,,,,,,Prospect,,,,,,y,521
23604,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,0,0,0,0,0,0,0,0,0,15215,,,,,,,,,,,,,,,,,,,,,,Volunteer,,,@gmail.com,,540
12722,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$25.00 ,1,$0.00 ,0,$0.00 ,0,$0.00 ,0,$25.00 ,1,0,2,0,0,0,0,0,0,0,15219,,,,,,,,Donor,,,,,,,,,,,,,,,,,,,540
23320,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,0,0,0,0,0,0,0,0,0,22802,,,,,,,,,,,,,,,,,,,,Prospect,,,,,@yahoo.com,,540
13558,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$25.00 ,1,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$25.00 ,1,0,3,0,0,0,0,0,0,0,22840,,,,,,,,Donor,,,,,,,,,,,,,,,,,@gmail.com,,540
10244,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$50.00 ,1,$150.00 ,1,$200.00 ,1,0,2,0,0,0,4,2,3,2,33460,,,,,,,,Donor,,,,,,,,,,,,,,,,,,,561
21699,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,1,0,0,0,0,0,0,0,0,0,33467,,,,,,,,,,,,,,,,,,,,Prospect,,,,Tree of Life Congregation,,y,561
13565,$0.00 ,0,$0.00 ,0,$100.00 ,1,$450.00 ,1,$500.00 ,1,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,"$1,050.00 ",2,0,2,0,0,0,0,0,0,0,90703,,,,,,,,Donor,,,,,,,,,,,,,,,,,@gmail.com,,562
23512,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,Volunteer,,,,,562
17302,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,1,0,0,0,0,0,0,0,0,0,,,,,,,,,Donor,,,,,,,,,,,,,,,,,,,562
11567,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,1,0,1,0,0,0,0,0,0,0,15207,,,,,,,,Donor,,,,,,,,,,,,,,,,,,,570
23706,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,0,0,0,0,0,0,0,0,0,15210,,,,,,,,,,,,,,,,,,,,,,Volunteer,,,@hotmail.com,,570
23458,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,0,0,0,0,0,0,0,0,0,15219,,,,,,,,,,,,,,,,,,,,,,Volunteer,,,,,570
10483,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$25.00 ,1,$25.00 ,1,$50.00 ,1,0,2,0,0,0,4,3,3,2,15226,,,,,,,,,,,,,,,,,,,,,,,Young Professional,,@gmail.com,,570
21834,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$100.00 ,1,$0.00 ,0,$200.00 ,2,"$1,300.00 ",1,0,2,0,0,0,5,4,3,2,16933,,,,,,,,Donor,,,,,,,,,,,,,,,,,,,570
22219,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,0,0,0,0,0,0,0,0,0,15204,,,,,,,,Donor,,,,,,,,,,,,,,,,,@gmail.com,,571
16782,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,0,0,0,0,0,0,0,0,0,15228,,,,,,,,Donor,,,,,,,,,,,,,,,,,,y,571
18495,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$100.00 ,1,$50.00 ,1,$250.00 ,1,$0.00 ,0,$0.00 ,0,"$1,350.00 ",1,0,2,0,0,0,4,3,3,3,15228,,,,,,,,Donor,,,,,,,,,,,,,,,,,,y,571
11851,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$50.00 ,1,$0.00 ,0,$0.00 ,0,$50.00 ,1,0,1,0,0,0,4,1,0,0,65203,,,,,,,,Donor,,,,,,,,,,,,,,,,,,y,573
11849,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$100.00 ,1,$0.00 ,0,$0.00 ,0,$100.00 ,1,0,2,0,0,0,5,1,0,0,65203,,,,,,,,Donor,,,,,,,,,,,,,,,,,,,573
14350,$0.00 ,0,$0.00 ,0,$20.00 ,1,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$20.00 ,2,0,0,0,0,0,0,0,0,0,65203,,,,,,,,Donor,,,,,,,,,,,,,,,,,,,573
11630,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$40.00 ,3,$0.00 ,0,$0.00 ,0,$0.00 ,0,$40.00 ,1,0,3,0,0,0,4,2,0,0,15224,,,,,,,,,,,,,,,,,,,,,,Volunteer,,,@gmail.com,,574
13447,$0.00 ,0,$0.00 ,0,$0.00 ,0,$60.00 ,1,$285.00 ,6,$315.00 ,1,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$660.00 ,1,0,4,0,0,0,0,0,0,0,15232,,,,,,,,Donor,,,,,,,,,,,,,,,,,@gmail.com,,574
10741,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,1,0,0,0,0,0,4,2,2,0,17601,,,,,,,,,,,,,,,,,,,,,,Volunteer,,,,,574
23737,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,0,0,0,0,0,0,0,0,0,14564,,,,,,,,,,,,,,,,,,,,,,Volunteer,,,@duq.edu,,585
11124,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,1,0,1,0,0,0,4,2,1,0,14612,,,,,,,,,,,,,,,,,,,,,,Volunteer,,,@frontiernet.net,,585
23867,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,0,0,0,0,0,0,0,0,0,15213,,,,,,,,,,,,,,,,,,,,,,Volunteer,,,@andrew.cmu.edu,,585
14169,$0.00 ,0,$0.00 ,0,$0.00 ,0,$25.00 ,1,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$25.00 ,1,0,2,0,0,0,0,0,0,0,03047,,,,,,,,Donor,,,,,,,,,,,,,,,,,@aol.com,,603
23547,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,0,0,0,0,0,0,0,0,0,15217,,,,,,,,,,,,,,,,,,,,,,Volunteer,,,@gmail.com,,603
23822,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,0,0,0,0,0,0,0,0,0,15206,,,,,,,,,,,,,,,,,,,,,,Volunteer,,,@gmail.com,,607
23454,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,0,0,0,0,0,0,0,0,0,15203,,,,,,,,,,,,,,,,,,,,,,Volunteer,,,@duq.edu,,609
23452,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,0,0,0,0,0,0,0,0,0,15232,,,,,,,,,,,,,,,,,,,,,,Volunteer,,,@andrew.cmu.edu,,609
23798,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,0,0,0,0,0,0,0,0,0,15206,,,,,,,,,,,,,,,,,,,,,,Volunteer,,,@werepair.org,,610
23900,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,0,0,0,0,0,0,0,0,0,15217,,,,,,,,,,,,,,,,,,,,Prospect,,,,,@icloud.com,y,610
23165,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,0,0,0,0,0,0,0,0,0,15221,,,,,,,,Donor,,,,,,,,,,,,,,,,,@gmail.com,,610
23766,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,0,0,0,0,0,0,0,0,0,15231,,,,,,,,,,,,,,,,,,,,,,Volunteer,,,@pitt.edu,,610
23701,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,0,0,0,0,0,0,0,0,0,15232,,,,,,,,,,,,,,,,,,,,,,Volunteer,,,,,610
23660,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,0,0,0,0,0,0,0,0,0,15232,,,,,,,,,,,,,,,,,,,,,,Volunteer,,,,,610
12546,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$25.00 ,1,$0.00 ,0,$0.00 ,0,$0.00 ,0,$25.00 ,1,0,2,0,0,0,1,0,0,0,17837,,,,,,,,Donor,,,,,,,,,,,,,,,,,@gmail.com,,610
23729,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,$0.00 ,0,0,0,0,0,0,0,0,0,0,19063,,,,,,,,,,,,,,,,,,,,,,Volunteer,,,@pitt.edu,,610
